I am  nid00712 rank 0 (total 64)
total of 8654 tasks
No 235 is done
No 236 is done
No 237 is done
No 238 is done
No 239 is done
No 240 is done
No 241 is done
No 242 is done
No 243 is done
No 244 is done
No 245 is done
No 246 is done
No 247 is done
No 248 is done
No 214 is done
No 215 is done
No 266 is done
No 252 is done
No 253 is done
No 254 is done
No 255 is done
No 256 is done
No 257 is done
No 258 is done
No 259 is done
No 260 is done
No 261 is done
No 262 is done
No 263 is done
No 264 is done
No 265 is done
No 267 is done
No 268 is done
No 269 is done
No 270 is done
No 271 is done
No 272 is done
No 273 is done
No 274 is done
No 275 is done
No 276 is done
No 277 is done
No 278 is done
No 279 is done
No 280 is done
No 281 is done
No 282 is done
No 283 is done
No 284 is done
No 285 is done
No 286 is done
No 287 is done
No 288 is done
No 289 is done
No 290 is done
No 291 is done
No 294 is done
No 296 is done
No 297 is done
No 302 is done
No 306 is done
No 292 is done
No 309 is done
No 293 is done
No 324 is done
No 313 is done
No 314 is done
No 315 is done
No 295 is done
No 298 is done
No 299 is done
No 300 is done
No 301 is done
No 303 is done
No 304 is done
No 305 is done
No 307 is done
No 308 is done
No 310 is done
No 311 is done
No 312 is done
No 317 is done
No 318 is done
No 319 is done
No 320 is done
No 321 is done
No 322 is done
No 323 is done
No 325 is done
No 326 is done
No 327 is done
No 328 is done
No 329 is done
No 330 is done
No 331 is done
No 332 is done
No 333 is done
No 334 is done
No 335 is done
No 336 is done
No 337 is done
No 365 is done
No 338 is done
No 339 is done
No 340 is done
No 341 is done
No 342 is done
No 343 is done
No 344 is done
No 345 is done
No 346 is done
No 347 is done
No 348 is done
No 349 is done
No 350 is done
No 351 is done
No 352 is done
No 353 is done
No 354 is done
No 363 is done
No 355 is done
No 356 is done
No 357 is done
No 369 is done
No 358 is done
No 359 is done
No 360 is done
No 361 is done
No 362 is done
No 364 is done
No 390 is done
No 366 is done
No 316 is done
No 367 is done
No 383 is done
No 384 is done
No 385 is done
No 387 is done
No 388 is done
No 389 is done
No 391 is done
No 397 is done
No 392 is done
No 393 is done
No 394 is done
No 380 is done
No 395 is done
No 396 is done
No 381 is done
No 382 is done
No 398 is done
No 368 is done
No 370 is done
No 371 is done
No 372 is done
No 373 is done
No 374 is done
No 375 is done
No 376 is done
No 377 is done
No 378 is done
No 379 is done
No 399 is done
No 400 is done
No 401 is done
No 402 is done
No 403 is done
No 404 is done
No 405 is done
No 406 is done
No 407 is done
No 408 is done
No 409 is done
No 410 is done
No 411 is done
No 412 is done
No 413 is done
No 419 is done
No 420 is done
No 421 is done
No 422 is done
No 423 is done
No 414 is done
No 415 is done
No 416 is done
No 417 is done
No 424 is done
No 425 is done
No 386 is done
No 427 is done
No 418 is done
No 426 is done
No 428 is done
No 429 is done
No 430 is done
No 431 is done
No 432 is done
No 433 is done
No 434 is done
No 435 is done
No 436 is done
No 437 is done
No 438 is done
No 439 is done
No 440 is done
No 441 is done
No 442 is done
No 443 is done
No 444 is done
No 445 is done
No 446 is done
No 447 is done
No 448 is done
No 449 is done
No 453 is done
No 454 is done
No 455 is done
No 456 is done
No 457 is done
No 458 is done
No 459 is done
No 460 is done
No 461 is done
No 462 is done
No 463 is done
No 464 is done
No 465 is done
No 466 is done
No 467 is done
No 468 is done
No 469 is done
No 470 is done
No 471 is done
No 472 is done
No 473 is done
No 474 is done
No 475 is done
No 486 is done
No 476 is done
No 477 is done
No 478 is done
No 450 is done
No 479 is done
No 451 is done
No 452 is done
No 480 is done
No 484 is done
No 487 is done
No 491 is done
No 494 is done
No 510 is done
No 496 is done
No 497 is done
No 481 is done
No 482 is done
No 483 is done
No 485 is done
No 488 is done
No 489 is done
No 490 is done
No 501 is done
No 492 is done
No 493 is done
No 504 is done
No 495 is done
No 508 is done
No 498 is done
No 499 is done
No 500 is done
No 511 is done
No 502 is done
No 524 is done
No 505 is done
No 506 is done
No 527 is done
No 507 is done
No 509 is done
No 503 is done
No 512 is done
No 532 is done
No 533 is done
No 534 is done
No 535 is done
No 513 is done
No 514 is done
No 536 is done
No 519 is done
No 521 is done
No 523 is done
No 537 is done
No 529 is done
No 538 is done
No 539 is done
No 530 is done
No 531 is done
No 541 is done
No 515 is done
No 516 is done
No 517 is done
No 518 is done
No 520 is done
No 547 is done
No 522 is done
No 525 is done
No 526 is done
No 528 is done
No 550 is done
No 551 is done
No 552 is done
No 553 is done
No 554 is done
No 555 is done
No 556 is done
No 557 is done
No 558 is done
No 559 is done
No 560 is done
No 561 is done
No 562 is done
No 563 is done
No 564 is done
No 540 is done
No 542 is done
No 543 is done
No 544 is done
No 583 is done
No 545 is done
No 546 is done
No 585 is done
No 587 is done
No 569 is done
No 548 is done
No 573 is done
No 574 is done
No 589 is done
No 549 is done
No 576 is done
No 578 is done
No 579 is done
No 580 is done
No 581 is done
No 565 is done
No 584 is done
No 566 is done
No 567 is done
No 568 is done
No 571 is done
No 572 is done
No 588 is done
No 575 is done
No 570 is done
No 577 is done
No 591 is done
No 582 is done
No 586 is done
No 590 is done
No 592 is done
No 593 is done
No 605 is done
No 606 is done
No 607 is done
No 608 is done
No 609 is done
No 610 is done
No 611 is done
No 612 is done
No 613 is done
No 614 is done
No 615 is done
No 616 is done
No 617 is done
No 618 is done
No 619 is done
No 594 is done
No 621 is done
No 622 is done
No 623 is done
No 624 is done
No 595 is done
No 625 is done
No 596 is done
No 597 is done
No 626 is done
No 598 is done
No 627 is done
No 599 is done
No 600 is done
No 601 is done
No 628 is done
No 629 is done
No 630 is done
No 602 is done
No 603 is done
No 604 is done
No 644 is done
No 645 is done
No 646 is done
No 647 is done
No 620 is done
No 652 is done
No 653 is done
No 631 is done
No 632 is done
No 633 is done
No 634 is done
No 635 is done
No 655 is done
No 656 is done
No 636 is done
No 637 is done
No 658 is done
No 638 is done
No 639 is done
No 662 is done
No 640 is done
No 641 is done
No 663 is done
No 642 is done
No 643 is done
No 648 is done
No 654 is done
No 649 is done
No 650 is done
No 651 is done
No 657 is done
No 672 is done
No 659 is done
No 660 is done
No 661 is done
No 677 is done
No 664 is done
No 665 is done
No 666 is done
No 667 is done
No 668 is done
No 669 is done
No 670 is done
No 671 is done
No 673 is done
No 674 is done
No 696 is done
No 678 is done
No 679 is done
No 680 is done
No 681 is done
No 682 is done
No 683 is done
No 684 is done
No 685 is done
No 686 is done
No 687 is done
No 688 is done
No 689 is done
No 693 is done
No 694 is done
No 695 is done
No 692 is done
No 675 is done
No 676 is done
No 690 is done
No 691 is done
No 702 is done
No 703 is done
No 704 is done
No 705 is done
No 706 is done
No 707 is done
No 708 is done
No 709 is done
No 710 is done
No 711 is done
No 712 is done
No 713 is done
No 714 is done
No 715 is done
No 716 is done
No 717 is done
No 718 is done
No 719 is done
No 720 is done
No 721 is done
No 722 is done
No 697 is done
No 723 is done
No 738 is done
No 698 is done
No 727 is done
No 740 is done
No 741 is done
No 746 is done
No 699 is done
No 700 is done
No 701 is done
No 724 is done
No 725 is done
No 726 is done
No 728 is done
No 729 is done
No 730 is done
No 731 is done
No 732 is done
No 733 is done
No 734 is done
No 735 is done
No 736 is done
No 737 is done
No 742 is done
No 743 is done
No 744 is done
No 745 is done
No 747 is done
No 748 is done
No 749 is done
No 752 is done
No 751 is done
No 753 is done
No 754 is done
No 739 is done
No 750 is done
No 755 is done
No 762 is done
No 782 is done
No 756 is done
No 757 is done
No 758 is done
No 759 is done
No 760 is done
No 761 is done
No 763 is done
No 764 is done
No 765 is done
No 766 is done
No 767 is done
No 768 is done
No 769 is done
No 770 is done
No 771 is done
No 772 is done
No 773 is done
No 774 is done
No 775 is done
No 776 is done
No 777 is done
No 778 is done
No 779 is done
No 780 is done
No 781 is done
No 783 is done
No 784 is done
No 785 is done
No 786 is done
No 787 is done
No 809 is done
No 788 is done
No 789 is done
No 790 is done
No 791 is done
No 818 is done
No 792 is done
No 793 is done
No 794 is done
No 795 is done
No 796 is done
No 797 is done
No 798 is done
No 799 is done
No 800 is done
No 801 is done
No 802 is done
No 803 is done
No 820 is done
No 804 is done
No 806 is done
No 807 is done
No 808 is done
No 810 is done
No 811 is done
No 812 is done
No 813 is done
No 814 is done
No 824 is done
No 819 is done
No 827 is done
No 830 is done
No 835 is done
No 836 is done
No 837 is done
No 815 is done
No 816 is done
No 817 is done
No 805 is done
No 843 is done
No 829 is done
No 831 is done
No 832 is done
No 821 is done
No 833 is done
No 822 is done
No 840 is done
No 834 is done
No 841 is done
No 838 is done
No 839 is done
No 844 is done
No 823 is done
No 825 is done
No 826 is done
No 842 is done
No 828 is done
No 857 is done
No 868 is done
No 858 is done
No 859 is done
No 860 is done
No 884 is done
No 861 is done
No 862 is done
No 863 is done
No 864 is done
No 865 is done
No 866 is done
No 854 is done
No 855 is done
No 856 is done
No 880 is done
No 890 is done
No 867 is done
No 845 is done
No 869 is done
No 870 is done
No 846 is done
No 847 is done
No 848 is done
No 849 is done
No 850 is done
No 872 is done
No 873 is done
No 851 is done
No 852 is done
No 853 is done
No 874 is done
No 875 is done
No 876 is done
No 877 is done
No 878 is done
No 903 is done
No 879 is done
No 881 is done
No 891 is done
No 882 is done
No 892 is done
No 893 is done
No 895 is done
No 897 is done
No 883 is done
No 885 is done
No 900 is done
No 901 is done
No 886 is done
No 887 is done
No 888 is done
No 889 is done
No 898 is done
No 899 is done
No 906 is done
No 902 is done
No 894 is done
No 896 is done
No 871 is done
No 920 is done
No 921 is done
No 922 is done
No 904 is done
No 905 is done
No 923 is done
No 907 is done
No 908 is done
No 910 is done
No 911 is done
No 912 is done
No 913 is done
No 914 is done
No 915 is done
No 916 is done
No 917 is done
No 918 is done
No 919 is done
No 925 is done
No 909 is done
No 924 is done
No 947 is done
No 950 is done
No 931 is done
No 934 is done
No 935 is done
No 955 is done
No 938 is done
No 943 is done
No 946 is done
No 964 is done
No 926 is done
No 927 is done
No 928 is done
No 929 is done
No 930 is done
No 932 is done
No 933 is done
No 936 is done
No 937 is done
No 939 is done
No 940 is done
No 941 is done
No 942 is done
No 944 is done
No 945 is done
No 948 is done
No 949 is done
No 951 is done
No 952 is done
No 953 is done
No 954 is done
No 956 is done
No 957 is done
No 958 is done
No 959 is done
No 960 is done
No 961 is done
No 962 is done
No 963 is done
No 965 is done
No 966 is done
No 991 is done
No 967 is done
No 992 is done
No 993 is done
No 995 is done
No 996 is done
No 968 is done
No 969 is done
No 970 is done
No 971 is done
No 972 is done
No 973 is done
No 997 is done
No 974 is done
No 989 is done
No 975 is done
No 990 is done
No 976 is done
No 977 is done
No 978 is done
No 979 is done
No 980 is done
No 981 is done
No 994 is done
No 982 is done
No 983 is done
No 984 is done
No 985 is done
No 986 is done
No 987 is done
No 988 is done
No 998 is done
No 1014 is done
No 1015 is done
No 1016 is done
No 1017 is done
No 1020 is done
No 1021 is done
No 1023 is done
No 1012 is done
No 1013 is done
No 1022 is done
No 1024 is done
No 1025 is done
No 1026 is done
No 1027 is done
No 1044 is done
No 999 is done
No 1000 is done
No 1001 is done
No 1002 is done
No 1003 is done
No 1004 is done
No 1005 is done
No 1018 is done
No 1019 is done
No 1006 is done
No 1007 is done
No 1008 is done
No 1009 is done
No 1010 is done
No 1011 is done
No 1041 is done
No 1028 is done
No 1029 is done
No 1030 is done
No 1031 is done
No 1032 is done
No 1033 is done
No 1034 is done
No 1035 is done
No 1036 is done
No 1037 is done
No 1038 is done
No 1039 is done
No 1040 is done
No 1042 is done
No 1043 is done
No 1062 is done
No 1045 is done
No 1046 is done
No 1047 is done
No 1048 is done
No 1049 is done
No 1065 is done
No 1050 is done
No 1051 is done
No 1052 is done
No 1053 is done
No 1054 is done
No 1055 is done
No 1067 is done
No 1056 is done
No 1057 is done
No 1058 is done
No 1059 is done
No 1060 is done
No 1061 is done
No 1082 is done
No 1083 is done
No 1086 is done
No 1087 is done
No 1088 is done
No 1089 is done
No 1090 is done
No 1091 is done
No 1069 is done
No 1070 is done
No 1092 is done
No 1076 is done
No 1063 is done
No 1064 is done
No 1084 is done
No 1085 is done
No 1066 is done
No 1071 is done
No 1068 is done
No 1072 is done
No 1073 is done
No 1074 is done
No 1075 is done
No 1077 is done
No 1078 is done
No 1079 is done
No 1080 is done
No 1108 is done
No 1081 is done
No 1109 is done
No 1110 is done
No 1111 is done
No 1112 is done
No 1113 is done
No 1115 is done
No 1117 is done
No 1118 is done
No 1102 is done
No 1125 is done
No 1126 is done
No 1127 is done
No 1093 is done
No 1094 is done
No 1095 is done
No 1096 is done
No 1097 is done
No 1098 is done
No 1099 is done
No 1100 is done
No 1101 is done
No 1103 is done
No 1104 is done
No 1105 is done
No 1106 is done
No 1107 is done
No 1114 is done
No 1116 is done
No 1119 is done
No 1120 is done
No 1121 is done
No 1122 is done
No 1123 is done
No 1124 is done
No 1156 is done
No 1128 is done
No 1129 is done
No 1130 is done
No 1131 is done
No 1132 is done
No 1133 is done
No 1134 is done
No 1135 is done
No 1136 is done
No 1137 is done
No 1138 is done
No 1139 is done
No 1155 is done
No 1140 is done
No 1158 is done
No 1141 is done
No 1161 is done
No 1142 is done
No 1143 is done
No 1164 is done
No 1144 is done
No 1145 is done
No 1146 is done
No 1147 is done
No 1166 is done
No 1148 is done
No 1149 is done
No 1150 is done
No 1151 is done
No 1152 is done
No 1153 is done
No 1154 is done
No 1169 is done
No 1170 is done
No 1171 is done
No 1172 is done
No 1173 is done
No 1174 is done
No 1175 is done
No 1176 is done
No 1177 is done
No 1165 is done
No 1178 is done
No 1179 is done
No 1180 is done
No 1181 is done
No 1182 is done
No 1157 is done
No 1159 is done
No 1160 is done
No 1183 is done
No 1162 is done
No 1184 is done
No 1163 is done
No 1185 is done
No 1186 is done
No 1187 is done
No 1188 is done
No 1189 is done
No 1190 is done
No 1167 is done
No 1168 is done
No 1191 is done
No 1192 is done
No 1193 is done
No 1194 is done
No 1195 is done
No 1196 is done
No 1197 is done
No 1198 is done
No 1199 is done
No 1200 is done
No 1201 is done
No 1202 is done
No 1203 is done
No 1204 is done
No 1205 is done
No 1206 is done
No 1207 is done
No 1208 is done
No 1213 is done
No 1216 is done
No 1217 is done
No 1218 is done
No 1219 is done
No 1209 is done
No 1210 is done
No 1211 is done
No 1212 is done
No 1214 is done
No 1215 is done
No 1239 is done
No 1240 is done
No 1241 is done
No 1242 is done
No 1243 is done
No 1244 is done
No 1245 is done
No 1246 is done
No 1247 is done
No 1248 is done
No 1249 is done
No 1250 is done
No 1251 is done
No 1252 is done
No 1253 is done
No 1220 is done
No 1221 is done
No 1222 is done
No 1223 is done
No 1224 is done
No 1225 is done
No 1226 is done
No 1256 is done
No 1227 is done
No 1228 is done
No 1229 is done
No 1257 is done
No 1258 is done
No 1230 is done
No 1264 is done
No 1232 is done
No 1233 is done
No 1234 is done
No 1235 is done
No 1236 is done
No 1237 is done
No 1238 is done
No 1268 is done
No 1269 is done
No 1270 is done
No 1271 is done
No 1272 is done
No 1273 is done
No 1274 is done
No 1275 is done
No 1276 is done
No 1254 is done
No 1255 is done
No 1259 is done
No 1260 is done
No 1261 is done
No 1262 is done
No 1231 is done
No 1263 is done
No 1265 is done
No 1266 is done
No 1267 is done
No 1283 is done
No 1284 is done
No 1285 is done
No 1286 is done
No 1277 is done
No 1287 is done
No 1278 is done
No 1288 is done
No 1289 is done
No 1279 is done
No 1280 is done
No 1290 is done
No 1291 is done
No 1292 is done
No 1293 is done
No 1281 is done
No 1282 is done
No 1295 is done
No 1296 is done
No 1298 is done
No 1299 is done
No 1303 is done
No 1305 is done
No 1309 is done
No 1294 is done
No 1319 is done
No 1297 is done
No 1320 is done
No 1321 is done
No 1322 is done
No 1323 is done
No 1324 is done
No 1312 is done
No 1313 is done
No 1314 is done
No 1325 is done
No 1326 is done
No 1327 is done
No 1328 is done
No 1300 is done
No 1301 is done
No 1302 is done
No 1304 is done
No 1306 is done
No 1307 is done
No 1308 is done
No 1310 is done
No 1311 is done
No 1315 is done
No 1316 is done
No 1317 is done
No 1318 is done
No 1338 is done
No 1346 is done
No 1347 is done
No 1348 is done
No 1349 is done
No 1350 is done
No 1351 is done
No 1352 is done
No 1353 is done
No 1354 is done
No 1364 is done
No 1355 is done
No 1356 is done
No 1357 is done
No 1358 is done
No 1365 is done
No 1359 is done
No 1360 is done
No 1329 is done
No 1361 is done
No 1330 is done
No 1362 is done
No 1363 is done
No 1331 is done
No 1332 is done
No 1333 is done
No 1334 is done
No 1335 is done
No 1336 is done
No 1372 is done
No 1373 is done
No 1374 is done
No 1337 is done
No 1366 is done
No 1339 is done
No 1340 is done
No 1367 is done
No 1368 is done
No 1369 is done
No 1341 is done
No 1342 is done
No 1343 is done
No 1344 is done
No 1345 is done
No 1371 is done
No 1375 is done
No 1376 is done
No 1377 is done
No 1378 is done
No 1370 is done
No 1382 is done
No 1383 is done
No 1384 is done
No 1385 is done
No 1393 is done
No 1386 is done
No 1387 is done
No 1394 is done
No 1388 is done
No 1389 is done
No 1390 is done
No 1392 is done
No 1379 is done
No 1380 is done
No 1381 is done
No 1395 is done
No 1396 is done
No 1397 is done
No 1398 is done
No 1399 is done
No 1400 is done
No 1401 is done
No 1402 is done
No 1403 is done
No 1406 is done
No 1404 is done
No 1405 is done
No 1391 is done
No 1407 is done
No 1409 is done
No 1412 is done
No 1414 is done
No 1415 is done
No 1416 is done
No 1417 is done
No 1418 is done
No 1419 is done
No 1420 is done
No 1421 is done
No 1422 is done
No 1423 is done
No 1424 is done
No 1425 is done
No 1426 is done
No 1427 is done
No 1428 is done
No 1429 is done
No 1430 is done
No 1431 is done
No 1432 is done
No 1433 is done
No 1434 is done
No 1435 is done
No 1436 is done
No 1437 is done
No 1438 is done
No 1439 is done
No 1440 is done
No 1408 is done
No 1410 is done
No 1411 is done
No 1441 is done
No 1442 is done
No 1413 is done
No 1443 is done
No 1446 is done
No 1449 is done
No 1445 is done
No 1447 is done
No 1444 is done
No 1448 is done
No 1450 is done
No 1451 is done
No 1452 is done
No 1453 is done
No 1456 is done
No 1457 is done
No 1458 is done
No 1459 is done
No 1460 is done
No 1461 is done
No 1476 is done
No 1477 is done
No 1462 is done
No 1463 is done
No 1464 is done
No 1466 is done
No 1468 is done
No 1467 is done
No 1465 is done
No 1470 is done
No 1471 is done
No 1454 is done
No 1455 is done
No 1472 is done
No 1474 is done
No 1475 is done
No 1478 is done
No 1479 is done
No 1480 is done
No 1481 is done
No 1482 is done
No 1483 is done
No 1469 is done
No 1484 is done
No 1485 is done
No 1486 is done
No 1487 is done
No 1488 is done
No 1489 is done
No 1490 is done
No 1491 is done
No 1492 is done
No 1493 is done
No 1494 is done
No 1495 is done
No 1496 is done
No 1497 is done
No 1498 is done
No 1499 is done
No 1500 is done
No 1501 is done
No 1502 is done
No 1503 is done
No 1505 is done
No 1506 is done
No 1507 is done
No 1508 is done
No 1473 is done
No 1510 is done
No 1511 is done
No 1513 is done
No 1514 is done
No 1515 is done
No 1516 is done
No 1504 is done
No 1509 is done
No 1512 is done
No 1518 is done
No 1519 is done
No 1520 is done
No 1521 is done
No 1522 is done
No 1525 is done
No 1526 is done
No 1527 is done
No 1530 is done
No 1529 is done
No 1531 is done
No 1532 is done
No 1523 is done
No 1524 is done
No 1517 is done
No 1528 is done
No 1558 is done
No 1536 is done
No 1537 is done
No 1538 is done
No 1561 is done
No 1539 is done
No 1540 is done
No 1541 is done
No 1542 is done
No 1543 is done
No 1557 is done
No 1559 is done
No 1560 is done
No 1544 is done
No 1545 is done
No 1533 is done
No 1534 is done
No 1535 is done
No 1546 is done
No 1547 is done
No 1548 is done
No 1549 is done
No 1550 is done
No 1551 is done
No 1552 is done
No 1553 is done
No 1554 is done
No 1555 is done
No 1556 is done
No 1580 is done
No 1581 is done
No 1582 is done
No 1584 is done
No 1586 is done
No 1587 is done
No 1588 is done
No 1589 is done
No 1591 is done
No 1562 is done
No 1594 is done
No 1563 is done
No 1564 is done
No 1565 is done
No 1566 is done
No 1567 is done
No 1568 is done
No 1569 is done
No 1570 is done
No 1571 is done
No 1572 is done
No 1592 is done
No 1593 is done
No 1573 is done
No 1574 is done
No 1575 is done
No 1576 is done
No 1577 is done
No 1578 is done
No 1579 is done
No 1583 is done
No 1585 is done
No 1595 is done
No 1590 is done
No 1597 is done
No 1598 is done
No 1599 is done
No 1600 is done
No 1601 is done
No 1602 is done
No 1603 is done
No 1604 is done
No 1605 is done
No 1606 is done
No 1607 is done
No 1608 is done
No 1609 is done
No 1612 is done
No 1637 is done
No 1638 is done
No 1639 is done
No 1640 is done
No 1641 is done
No 1642 is done
No 1643 is done
No 1644 is done
No 1645 is done
No 1646 is done
No 1647 is done
No 1648 is done
No 1649 is done
No 1650 is done
No 1610 is done
No 1614 is done
No 1651 is done
No 1615 is done
No 1616 is done
No 1617 is done
No 1618 is done
No 1619 is done
No 1620 is done
No 1621 is done
No 1652 is done
No 1622 is done
No 1623 is done
No 1624 is done
No 1653 is done
No 1654 is done
No 1625 is done
No 1626 is done
No 1627 is done
No 1655 is done
No 1628 is done
No 1656 is done
No 1629 is done
No 1630 is done
No 1657 is done
No 1631 is done
No 1632 is done
No 1596 is done
No 1658 is done
No 1633 is done
No 1634 is done
No 1611 is done
No 1613 is done
No 1635 is done
No 1636 is done
No 1659 is done
No 1660 is done
No 1661 is done
No 1671 is done
No 1663 is done
No 1664 is done
No 1665 is done
No 1666 is done
No 1667 is done
No 1668 is done
No 1669 is done
No 1670 is done
No 1662 is done
No 1696 is done
No 1675 is done
No 1679 is done
No 1704 is done
No 1681 is done
No 1706 is done
No 1707 is done
No 1682 is done
No 1713 is done
No 1684 is done
No 1685 is done
No 1686 is done
No 1688 is done
No 1718 is done
No 1672 is done
No 1719 is done
No 1673 is done
No 1674 is done
No 1676 is done
No 1677 is done
No 1678 is done
No 1680 is done
No 1723 is done
No 1724 is done
No 1683 is done
No 1726 is done
No 1729 is done
No 1687 is done
No 1689 is done
No 1690 is done
No 1691 is done
No 1692 is done
No 1693 is done
No 1694 is done
No 1695 is done
No 1697 is done
No 1698 is done
No 1699 is done
No 1700 is done
No 1701 is done
No 1702 is done
No 1703 is done
No 1705 is done
No 1708 is done
No 1709 is done
No 1710 is done
No 1711 is done
No 1712 is done
No 1714 is done
No 1715 is done
No 1716 is done
No 1717 is done
No 1720 is done
No 1721 is done
No 1722 is done
No 1736 is done
No 1737 is done
No 1739 is done
No 1742 is done
No 1727 is done
No 1728 is done
No 1730 is done
No 1744 is done
No 1745 is done
No 1746 is done
No 1734 is done
No 1747 is done
No 1735 is done
No 1738 is done
No 1740 is done
No 1741 is done
No 1731 is done
No 1743 is done
No 1732 is done
No 1733 is done
No 1725 is done
No 1763 is done
No 1765 is done
No 1766 is done
No 1768 is done
No 1769 is done
No 1770 is done
No 1771 is done
No 1772 is done
No 1774 is done
No 1775 is done
No 1776 is done
No 1777 is done
No 1780 is done
No 1782 is done
No 1783 is done
No 1784 is done
No 1785 is done
No 1748 is done
No 1749 is done
No 1750 is done
No 1751 is done
No 1752 is done
No 1753 is done
No 1754 is done
No 1755 is done
No 1756 is done
No 1757 is done
No 1758 is done
No 1759 is done
No 1760 is done
No 1761 is done
No 1762 is done
No 1764 is done
No 1767 is done
No 1802 is done
No 1773 is done
No 1803 is done
No 1804 is done
No 1778 is done
No 1779 is done
No 1781 is done
No 1807 is done
No 1809 is done
No 1786 is done
No 1787 is done
No 1788 is done
No 1789 is done
No 1790 is done
No 1791 is done
No 1792 is done
No 1793 is done
No 1794 is done
No 1795 is done
No 1796 is done
No 1797 is done
No 1798 is done
No 1799 is done
No 1800 is done
No 1801 is done
No 1811 is done
No 1812 is done
No 1813 is done
No 1814 is done
No 1815 is done
No 1816 is done
No 1817 is done
No 1818 is done
No 1819 is done
No 1820 is done
No 1821 is done
No 1822 is done
No 1805 is done
No 1823 is done
No 1806 is done
No 1824 is done
No 1825 is done
No 1808 is done
No 1810 is done
No 1826 is done
No 1827 is done
No 1843 is done
No 1828 is done
No 1830 is done
No 1831 is done
No 1832 is done
No 1845 is done
No 1846 is done
No 1834 is done
No 1835 is done
No 1836 is done
No 1847 is done
No 1837 is done
No 1838 is done
No 1848 is done
No 1850 is done
No 1851 is done
No 1841 is done
No 1852 is done
No 1853 is done
No 1842 is done
No 1854 is done
No 1829 is done
No 1855 is done
No 1856 is done
No 1857 is done
No 1858 is done
No 1833 is done
No 1859 is done
No 1860 is done
No 1861 is done
No 1839 is done
No 1840 is done
No 1862 is done
No 1863 is done
No 1864 is done
No 1865 is done
No 1866 is done
No 1867 is done
No 1868 is done
